URL_LENGTH,NUMBER_SPECIAL_CHARACTERS,CHARSET_1,CHARSET_2,CHARSET_3,CHARSET_4,WHOIS_COUNTRY,TCP_CONVERSATION_EXCHANGE,DIST_REMOTE_TCP_PORT,REMOTE_IPS,APP_BYTES,SOURCE_APP_PACKETS,REMOTE_APP_PACKETS,SOURCE_APP_BYTES,REMOTE_APP_BYTES,APP_PACKETS,DNS_QUERY_TIMES
34,7,1,0,0,0,0.04740406320541761,23,3,11,2042,29,29,7939,2520,29,6.0
145,31,0,1,0,0,0.04740406320541761,10,3,3,1354,18,19,2517,2010,18,8.0
55,8,0,1,0,0,0.214876033036621,24,3,9,1715,26,31,22292,1867,26,2.0
75,16,1,0,0,0,0.04740406320541761,33,3,8,3647,41,39,32399,4247,41,8.0
71,12,0,1,0,0,0.09580652013133378,25,3,5,3428,29,23,28007,3736,29,4.0
60,11,0,1,0,0,0.214876033036621,4,2,3,408,4,4,250,408,4,0.0
39,8,0,1,0,0,0.04740406320541761,22,9,10,1524,22,11,702,1524,22,0.0
60,12,0,1,0,0,0.214876033036621,113,0,3,7746,117,134,229040,8062,117,4.0
39,8,0,1,0,0,0.04740406320541761,6,2,3,492,6,3,184,492,6,0.0
32,6,0,1,0,0,0.214876033036621,4,3,2,432,4,5,310,432,4,0.0
48,9,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
39,10,0,1,0,0,0.04740406320541761,57,49,5,5951,65,64,56509,6543,65,8.0
70,12,0,1,0,0,0.214876033036621,15,0,3,1150,17,17,15499,1304,17,2.0
39,8,0,1,0,0,0.10308492539855425,0,0,0,0,0,0,0,0,0,0.0
52,8,0,1,0,0,0.0489267334746623,0,0,0,0,0,0,0,0,0,0.0
101,15,0,1,0,0,0.016914153705329456,4,2,2,276,4,5,416,276,4,2.263483146067416
44,8,0,1,0,0,0.04740406320541761,71,1,6,5647,79,79,120385,6295,79,8.0
66,13,0,1,0,0,0.214876033036621,0,0,0,0,0,0,0,0,0,0.0
42,10,1,0,0,0,0.04740406320541761,23,0,2,3969,29,24,12354,4433,29,6.0
103,21,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
50,12,1,0,0,0,0.04740406320541761,17,0,5,1570,21,21,6049,1842,21,4.0
36,11,0,1,0,0,0.214876033036621,21,1,5,2359,29,23,3542,2951,29,8.0
25,6,0,1,0,0,0.016914153705329456,0,0,0,0,0,0,0,0,0,0.0
40,7,0,1,0,0,0.016914153705329456,76,9,7,8268,84,88,117625,8898,84,8.0
69,14,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
46,8,1,0,0,0,0.214876033036621,74,0,2,18084,78,96,113453,18384,78,4.0
24,9,1,0,0,0,0.12263051731655518,7,0,2,720,9,10,1269,868,9,2.0
28,9,0,1,0,0,0.2821016227362368,5,0,1,592,7,9,1062,732,7,2.0
35,9,0,1,0,0,0.214876033036621,12,1,5,1340,16,12,964,1622,16,4.0
62,11,0,1,0,0,0.214876033036621,21,5,7,1810,25,21,2519,2102,25,4.0
37,9,0,1,0,0,0.08411951038412753,11,10,7,834,11,14,882,834,11,0.0
28,7,0,0,1,0,0.04740406320541761,5,0,2,556,9,9,1154,860,9,4.0
63,13,0,0,1,0,0.04740406320541761,32,20,13,3967,38,44,23969,4429,38,6.0
28,7,1,0,0,0,0.09779972707585245,8,4,6,696,8,10,634,696,8,0.0
41,11,0,1,0,0,0.214876033036621,15,1,5,1653,21,19,2798,2103,21,6.0
146,28,0,1,0,0,0.9393046570130593,0,0,0,0,0,2,124,0,0,0.0
194,17,0,1,0,0,0.9393046570130593,0,0,0,0,0,3,186,0,0,0.0
45,9,0,1,0,0,0.04740406320541761,47,41,4,6464,55,53,39038,7072,55,8.0
46,8,0,1,0,0,0.04740406320541761,15,8,6,2218,19,18,5203,2546,19,4.0
42,7,0,1,0,0,0.04740406320541761,71,9,13,7856,77,68,82332,8384,77,6.0
45,8,1,0,0,0,0.04740406320541761,44,0,2,4044,46,46,82259,4204,46,2.0
59,15,0,1,0,0,0.04740406320541761,20,6,5,2638,28,25,6137,3208,28,8.0
59,12,0,1,0,0,0.10308492539855425,0,0,0,0,0,0,0,0,0,0.0
29,7,1,0,0,0,0.016914153705329456,0,0,0,0,0,0,0,0,0,0.0
54,11,1,0,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
70,13,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
52,10,1,0,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
100,20,0,1,0,0,0.9393046570130593,0,0,0,0,0,3,186,0,0,0.0
39,8,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
59,11,0,1,0,0,0.214876033036621,10,7,5,768,10,13,890,768,10,0.0
87,16,0,1,0,0,0.04740406320541761,17,9,2,3124,23,21,9563,3564,23,6.0
50,9,1,0,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
42,9,1,0,0,0,0.0489267334746623,0,0,0,0,0,0,0,0,0,0.0
41,9,1,0,0,0,0.0489267334746623,0,0,0,0,0,0,0,0,0,0.0
42,9,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
126,25,0,1,0,0,0.9393046570130593,0,0,0,0,0,2,124,0,0,0.0
70,14,1,0,0,0,0.0489267334746623,0,0,0,0,0,0,0,0,0,0.0
55,11,0,1,0,0,0.04740406320541761,42,36,2,6128,50,50,41385,6736,50,8.0
46,10,0,1,0,0,0.04740406320541761,38,26,12,4376,44,47,40918,4832,44,6.0
50,11,1,0,0,0,0.2464738737604001,7,0,2,746,9,11,2189,904,9,2.0
63,11,1,0,0,0,0.214876033036621,4,4,1,420,4,6,476,420,4,0.0
38,7,1,0,0,0,0.04740406320541761,20,0,3,1578,24,24,20606,1890,24,4.0
65,12,0,1,0,0,0.016914153705329456,35,9,12,2820,43,26,3034,3428,43,8.0
78,13,1,0,0,0,0.04740406320541761,62,0,3,4725,66,65,97272,5023,66,4.0
69,11,0,1,0,0,0.04740406320541761,3,3,1,366,3,4,244,366,3,0.0
106,18,0,1,0,0,0.04740406320541761,7,5,5,630,7,8,508,630,7,0.0
60,13,0,1,0,0,0.214876033036621,10,8,2,12231,10,11,1186,12231,10,0.0
39,8,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
33,9,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
33,8,0,1,0,0,0.04740406320541761,32,11,6,3694,40,32,11543,4286,40,8.0
50,10,0,1,0,0,0.04740406320541761,80,3,5,8291,88,93,135375,8889,88,8.0
82,17,0,1,0,0,0.04740406320541761,3,0,1,488,5,6,482,632,5,2.0
59,12,0,1,0,0,0.04740406320541761,14,0,3,1438,18,16,4800,1734,18,4.0
30,7,1,0,0,0,0.04740406320541761,48,3,6,3418,52,48,57377,3706,52,4.0
48,11,1,0,0,0,0.04740406320541761,24,0,2,4041,30,25,12420,4505,30,6.0
43,7,0,0,1,0,0.214876033036621,39,9,5,4044,43,39,44173,4420,43,4.0
34,7,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
29,6,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
56,12,0,1,0,0,0.12640152255382542,10,4,4,944,14,15,3869,1252,14,4.0
123,24,0,1,0,0,0.04740406320541761,95,89,9,7556,99,157,244958,7848,99,4.0
50,10,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
57,10,0,1,0,0,0.214876033036621,16,0,7,1293,20,19,1754,1617,20,4.0
72,16,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
36,10,0,1,0,0,0.214876033036621,208,18,9,20074,228,216,270752,21646,228,20.0
32,9,0,1,0,0,0.214876033036621,17,5,8,1314,19,26,1881,1452,19,2.0
67,10,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
36,9,0,1,0,0,0.214876033036621,11,1,4,1266,15,12,966,1554,15,4.0
116,18,0,0,1,0,0.016914153705329456,24,0,4,2314,28,38,43123,2616,28,4.0
25,6,0,1,0,0,0.10605442842508905,18,7,9,1586,22,17,1735,1898,22,4.0
67,12,1,0,0,0,0.04740406320541761,16,6,6,2135,20,22,3485,2443,20,4.0
170,17,0,1,0,0,0.9393046570130593,0,0,0,0,0,2,124,0,0,0.0
194,16,0,1,0,0,0.9393046570130593,0,0,0,0,0,3,186,0,0,0.0
46,12,1,0,0,0,0.04740406320541761,7,0,2,742,9,10,1263,890,9,2.0
68,12,0,1,0,0,0.04740406320541761,40,34,3,6020,48,45,37704,6628,48,8.0
56,11,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
65,14,0,1,0,0,0.04740406320541761,32,11,12,2232,32,14,954,2232,32,0.0
57,10,1,0,0,0,0.04740406320541761,31,0,5,2335,33,37,35231,2493,33,2.0
39,8,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
55,12,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
39,9,1,0,0,0,0.04740406320541761,35,0,2,3234,38,38,129083,3384,38,2.0
55,12,1,0,0,0,0.11705246978538265,26,12,3,3229,34,32,16895,3837,34,8.0
33,11,0,1,0,0,0.214876033036621,8,0,2,1045,12,11,1362,1333,12,4.0
44,9,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
35,9,0,1,0,0,0.08411951038412753,4,3,2,420,4,4,244,420,4,0.0
45,11,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
73,15,1,0,0,0,0.04740406320541761,23,4,3,2425,29,36,33598,2881,29,6.0
101,20,0,1,0,0,0.04740406320541761,45,40,4,4721,49,74,82395,5009,49,4.0
37,8,0,1,0,0,0.04740406320541761,44,0,4,3767,48,48,129181,4079,48,4.0
42,7,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
42,7,0,1,0,0,0.016914153705329456,0,0,0,0,0,0,0,0,0,0.0
62,12,1,0,0,0,0.0489267334746623,0,0,0,0,0,0,0,0,0,0.0
46,8,0,1,0,0,0.10143705470625013,12,0,3,1716,16,17,11285,2012,16,4.0
77,13,0,1,0,0,0.04740406320541761,33,1,5,3244,43,40,24630,4114,43,10.0
61,11,0,1,0,0,0.04740406320541761,25,20,3,3252,29,35,36967,3540,29,4.0
90,17,0,1,0,0,0.016914153705329456,17,3,4,2162,23,24,14374,2634,23,6.0
53,11,0,1,0,0,0.04740406320541761,26,8,11,1668,26,13,894,1668,26,0.0
45,9,1,0,0,0,0.0489267334746623,70,3,8,5631,77,65,82281,6091,77,6.0
57,11,0,1,0,0,0.214876033036621,2,2,1,356,2,4,246,356,2,0.0
55,10,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
51,9,1,0,0,0,0.04740406320541761,17,8,6,1278,17,10,634,1278,17,0.0
94,19,0,1,0,0,0.04740406320541761,0,0,0,0,0,3,186,0,0,0.0
67,9,0,0,1,0,0.04740406320541761,27,9,5,3471,33,32,23243,3967,33,6.0
135,26,0,1,0,0,0.9393046570130593,0,0,0,0,0,3,186,0,0,0.0
63,12,0,0,1,0,0.214876033036621,104,0,2,7535,106,124,204971,7683,106,2.0
42,8,1,0,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
35,8,0,1,0,0,0.04740406320541761,21,12,12,1446,21,24,1788,1446,21,0.0
40,9,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
80,17,1,0,0,0,0.10605442842508905,22,18,3,3156,22,15,4966,3156,22,0.0
49,9,1,0,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
144,21,0,1,0,0,0.214876033036621,21,0,4,2854,25,17,3490,3146,25,4.0
79,14,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
72,14,0,1,0,0,0.11705246978538265,0,0,0,0,0,0,0,0,0,0.0
47,10,0,1,0,0,0.1293369061013827,23,2,4,2112,29,31,13191,2530,29,6.0
69,12,0,1,0,0,0.04740406320541761,29,21,7,3997,35,30,16884,4425,35,6.0
35,11,0,1,0,0,0.214876033036621,19,1,5,2223,25,22,2996,2661,25,6.0
102,16,0,1,0,0,0.016914153705329456,0,0,0,0,0,0,0,0,0,0.0
100,20,0,1,0,0,0.9393046570130593,0,0,0,0,0,2,124,0,0,0.0
37,7,0,1,0,0,0.04740406320541761,4,0,3,268,6,6,557,444,6,2.0
88,15,0,1,0,0,0.04740406320541761,20,2,8,2133,24,26,17337,2437,24,4.0
33,6,0,1,0,0,0.04740406320541761,24,1,4,3375,28,30,18396,3703,28,4.0
53,10,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
146,24,0,1,0,0,0.04740406320541761,29,20,8,4167,33,33,3181,4499,33,4.0
79,9,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
122,23,0,1,0,0,0.9393046570130593,0,0,0,0,0,2,124,0,0,0.0
49,9,1,0,0,0,0.04740406320541761,2,2,1,276,2,3,184,276,2,0.0
82,18,0,1,0,0,0.04740406320541761,45,2,5,3565,49,49,58127,3903,49,4.0
67,10,0,1,0,0,0.04740406320541761,12,3,7,960,12,11,706,960,12,0.0
32,8,0,1,0,0,0.04740406320541761,24,2,4,1888,28,25,40314,2168,28,4.0
56,9,1,0,0,0,0.04740406320541761,26,18,7,3928,32,27,10186,4368,32,6.0
71,12,1,0,0,0,0.016914153705329456,49,0,7,3878,53,51,55460,4174,53,4.0
42,8,1,0,0,0,0.04740406320541761,15,0,6,1980,19,17,5911,2334,19,4.0
39,7,0,1,0,0,0.1545733470930658,0,0,0,0,0,0,0,0,0,0.0
25,6,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
95,14,0,1,0,0,0.1293369061013827,0,0,0,0,0,0,0,0,0,0.0
72,13,0,1,0,0,0.214876033036621,9,0,3,1165,15,16,1673,1673,15,6.0
43,7,1,0,0,0,0.1293369061013827,45,3,7,4178,51,50,44810,4646,51,6.0
53,9,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
74,12,0,0,1,0,0.016914153705329456,5,4,2,486,5,6,480,486,5,0.0
37,9,0,1,0,0,0.10143705470625013,15,6,7,1283,17,15,2201,1425,17,2.0
98,16,0,1,0,0,0.214876033036621,16,7,10,1176,16,16,1030,1176,16,0.0
92,17,0,1,0,0,0.04740406320541761,16,1,6,1607,22,18,1690,2055,22,6.0
53,10,1,0,0,0,0.214876033036621,9,5,7,762,9,10,640,762,9,0.0
73,17,0,1,0,0,0.09369611525393239,11,6,8,810,11,14,913,810,11,0.0
56,9,1,0,0,0,0.214876033036621,0,0,0,0,0,0,0,0,0,0.0
57,10,1,0,0,0,0.04740406320541761,63,58,6,8280,75,65,23559,9168,75,12.0
57,10,0,0,1,0,0.214876033036621,62,0,3,4725,66,65,97272,5023,66,4.0
28,6,0,1,0,0,0.04740406320541761,26,19,3,2632,30,36,27404,2916,30,4.0
57,11,0,1,0,0,0.10605442842508905,18,4,6,1965,22,21,7616,2249,22,4.0
42,8,0,1,0,0,0.0489267334746623,14,0,3,1102,16,8,1015,1248,16,2.0
40,9,0,0,1,0,0.04740406320541761,3,3,1,366,3,5,306,366,3,0.0
40,7,0,1,0,0,0.016914153705329456,0,0,0,0,0,0,0,0,0,0.0
26,7,0,1,0,0,0.214876033036621,11,9,7,882,11,9,562,882,11,0.0
51,8,1,0,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
38,9,0,1,0,0,0.04740406320541761,19,0,3,1851,23,23,15551,2143,23,4.0
110,21,0,1,0,0,0.214876033036621,0,0,0,0,0,0,0,0,0,0.0
26,7,0,1,0,0,0.04740406320541761,46,12,11,3783,50,18,5605,4047,50,4.0
81,17,0,1,0,0,0.04740406320541761,0,0,0,0,0,2,124,0,0,0.0
68,13,0,1,0,0,0.016914153705329456,0,0,0,0,0,0,0,0,0,0.0
60,11,1,0,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
126,22,0,1,0,0,0.214876033036621,2,2,1,356,2,4,246,356,2,0.0
77,13,1,0,0,0,0.04740406320541761,17,7,9,1206,17,15,991,1206,17,0.0
48,9,0,1,0,0,0.04740406320541761,25,4,8,2313,29,29,9531,2621,29,4.0
109,18,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
39,8,0,1,0,0,0.04740406320541761,5,3,2,498,5,7,438,498,5,0.0
39,8,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
67,9,1,0,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
35,7,0,1,0,0,0.04740406320541761,3,3,1,366,3,4,244,366,3,0.0
60,13,1,0,0,0,0.04740406320541761,1,1,1,202,1,4,250,202,1,0.0
154,21,0,1,0,0,0.04740406320541761,33,10,8,3764,41,23,7356,4412,41,8.0
83,17,0,1,0,0,0.214876033036621,0,0,0,0,0,0,0,0,0,0.0
42,9,0,1,0,0,0.10308492539855425,5,0,3,334,7,6,412,474,7,2.0
71,13,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
81,14,0,1,0,0,0.04740406320541761,75,8,16,7388,79,76,65108,7734,79,4.0
46,10,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
51,10,1,0,0,0,0.10308492539855425,0,0,0,0,0,0,0,0,0,0.0
78,12,0,1,0,0,0.04740406320541761,19,6,4,2781,24,24,18410,3085,24,4.0
36,8,0,1,0,0,0.04740406320541761,85,73,9,7506,91,96,107416,7962,91,6.0
51,9,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
43,13,0,1,0,0,0.214876033036621,11,1,4,1266,15,12,966,1554,15,4.0
75,12,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
97,17,0,1,0,0,0.04740406320541761,43,0,2,3252,47,47,60076,3564,47,4.0
45,8,0,1,0,0,0.04740406320541761,8,4,3,660,8,6,476,660,8,0.0
31,7,0,1,0,0,0.04740406320541761,27,0,3,2743,33,33,43878,3181,33,6.0
42,8,0,1,0,0,0.016914153705329456,0,0,0,0,0,0,0,0,0,0.0
118,23,0,1,0,0,0.04740406320541761,30,3,6,2624,34,33,30904,2904,34,4.0
26,6,0,1,0,0,0.04740406320541761,7,0,2,984,11,12,1650,1300,11,4.0
71,11,0,1,0,0,0.11705246978538265,28,4,5,2794,32,32,30923,3110,32,4.0
108,21,1,0,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
39,9,1,0,0,0,0.214876033036621,10,4,5,816,10,7,436,816,10,0.0
24,6,1,0,0,0,0.04740406320541761,19,5,9,1390,21,25,3890,1540,21,2.0
68,15,0,1,0,0,0.04740406320541761,47,37,6,5242,53,55,49446,5670,53,6.0
33,8,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
28,7,0,1,0,0,0.04740406320541761,66,5,11,6311,70,64,63634,6633,70,4.0
53,9,0,1,0,0,0.04740406320541761,12,3,3,960,12,16,1024,960,12,0.0
57,10,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
47,10,0,1,0,0,0.214876033036621,34,0,5,4084,42,37,36205,4684,42,8.0
31,7,0,1,0,0,0.016914153705329456,4,3,2,432,4,6,372,432,4,0.0
71,15,0,0,1,0,0.10308492539855425,0,0,0,0,0,0,0,0,0,0.0
71,13,0,1,0,0,0.04740406320541761,73,3,5,7802,79,82,105565,8302,79,6.0
21,6,0,1,0,0,0.214876033036621,13,1,5,1099,15,17,15476,1243,15,2.0
39,9,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
60,12,0,1,0,0,0.04740406320541761,8,6,5,696,8,9,574,696,8,0.0
35,9,0,0,1,0,0.04740406320541761,49,10,6,2961,53,61,38255,3261,53,4.0
72,12,1,0,0,0,0.10462280885991233,28,2,5,2490,32,29,18969,2802,32,4.0
39,9,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
69,13,0,1,0,0,0.016914153705329456,0,0,0,0,0,0,0,0,0,0.0
45,9,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
23,6,0,1,0,0,0.214876033036621,0,0,0,0,0,0,0,0,0,0.0
46,9,0,1,0,0,0.04740406320541761,127,0,3,8942,131,144,233106,9242,131,4.0
92,15,0,1,0,0,0.04740406320541761,11,0,3,1358,17,16,9432,1798,17,6.0
33,9,0,1,0,0,0.214876033036621,23,1,5,2851,31,26,3814,3431,31,8.0
100,20,0,1,0,0,0.9393046570130593,0,0,0,0,0,2,124,0,0,0.0
36,7,0,1,0,0,0.04740406320541761,61,7,6,6100,65,79,123896,6388,65,4.0
41,9,1,0,0,0,0.04740406320541761,7,5,5,630,7,7,442,630,7,0.0
52,10,0,0,1,0,0.04740406320541761,4,3,2,420,4,7,424,420,4,0.0
42,9,1,0,0,0,0.04740406320541761,4,3,2,432,4,5,310,432,4,0.0
72,13,0,1,0,0,0.214876033036621,14,14,7,972,14,16,1144,972,14,0.0
37,11,1,0,0,0,0.214876033036621,44,2,10,5009,50,50,40316,5511,50,6.0
29,6,1,0,0,0,0.016914153705329456,0,0,0,0,0,0,0,0,0,0.0
37,7,0,1,0,0,0.04740406320541761,27,23,1,3355,33,35,31623,3781,33,6.0
26,6,1,0,0,0,0.04740406320541761,43,0,2,3252,47,47,60076,3564,47,4.0
24,6,0,1,0,0,0.214876033036621,6,3,2,528,6,4,244,528,6,0.0
39,9,0,1,0,0,0.04740406320541761,63,54,5,6884,73,70,57005,7630,73,10.0
30,6,1,0,0,0,0.214876033036621,18,17,5,1188,18,19,1451,1188,18,0.0
64,13,0,0,1,0,0.10462280885991233,16,1,5,1910,24,24,3124,2552,24,8.0
161,23,1,0,0,0,0.214876033036621,7,7,2,582,7,11,752,582,7,0.0
87,15,0,1,0,0,0.04740406320541761,14,0,5,1482,20,18,8797,1914,20,6.0
76,12,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
40,13,0,1,0,0,0.214876033036621,12,1,4,1325,18,14,2091,1749,18,6.0
31,6,0,0,1,0,0.214876033036621,18,14,3,2201,22,23,7756,2543,22,4.0
49,9,1,0,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
43,9,1,0,0,0,0.0489267334746623,0,0,0,0,0,0,0,0,0,0.0
45,11,0,1,0,0,0.04740406320541761,14,0,7,1201,18,17,4922,1495,18,4.0
40,9,0,1,0,0,0.214876033036621,16,11,2,2272,20,26,16035,2576,20,4.0
37,7,1,0,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
61,10,1,0,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
135,26,0,1,0,0,0.9393046570130593,0,0,0,0,0,3,186,0,0,0.0
43,7,0,1,0,0,0.04740406320541761,64,5,13,6081,69,71,63457,6463,69,4.0
118,28,0,1,0,0,0.04740406320541761,10,2,6,970,14,11,1484,1298,14,4.0
47,11,0,1,0,0,0.04740406320541761,24,19,2,3538,30,33,22895,3994,30,6.0
42,9,0,1,0,0,0.214876033036621,6,5,2,540,6,7,473,540,6,0.0
50,10,1,0,0,0,0.214876033036621,10,0,4,926,14,13,1788,1266,14,4.0
34,9,1,0,0,0,0.214876033036621,9,0,4,850,11,14,1382,990,11,2.0
50,11,0,1,0,0,0.04740406320541761,34,25,9,3787,42,42,33677,4365,42,8.0
66,15,1,0,0,0,0.214876033036621,0,0,0,0,0,0,0,0,0,0.0
36,8,1,0,0,0,0.2821016227362368,6,0,4,372,8,10,703,520,8,2.0
39,8,0,1,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
107,23,0,1,0,0,0.04740406320541761,6,3,2,564,6,4,244,564,6,0.0
49,9,1,0,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
36,11,0,1,0,0,0.214876033036621,17,1,7,1770,23,17,2579,2210,23,6.0
39,8,1,0,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
38,10,1,0,0,0,0.016914153705329456,14,4,6,888,14,5,316,888,14,0.0
41,8,0,0,1,0,0.04740406320541761,10,3,5,1202,14,16,1335,1500,14,4.0
47,9,0,0,1,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
31,8,0,0,1,0,0.04740406320541761,103,0,3,7073,105,113,179439,7217,105,2.0
52,9,0,1,0,0,0.214876033036621,22,8,7,1628,26,25,14894,1944,26,4.0
43,11,0,1,0,0,0.214876033036621,18,1,5,2188,24,22,3031,2640,24,6.0
73,13,1,0,0,0,0.04740406320541761,0,0,0,0,0,0,0,0,0,0.0
